TreeName,Species,YearLastRing,Site,RingCount,ImageName,AnalysisDateTime,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900,1899,1898,1897,1896,1895,1894,1893,1892,1891,1890,1889,1888,1887,1886,1885,1884,1883,1882,1881,1880,1879,1878,1877,1876,1875,1874,1873,1872,1871,1870,1869,1868,1867,1866,1865,1864,1863,1862,1861
16520*C,Picea_wilsonii,2014,Arnold Arboretum,81,Picea_wilsonii_21Jul2014.tif,7/20/16 11:26,1.336,2.316,2.546,3.448,3.308,2.828,3.609,2.741,4.319,3.184,5.37,3.762,2.332,3.69,2.382,2.352,2.83,2.406,1.723,1.602,1.591,1.747,2.314,1.963,2.301,1.942,2.069,1.715,2.508,2.825,1.697,1.985,1.915,1.776,2.253,2.785,2.942,3.377,3.703,3.574,3.193,3.059,1.208,0.823,0.667,1.11,1.216,1.059,1.303,1.309,1.376,2.309,1.916,2.788,3.338,4.86,4.715,2.285,2.099,4.279,4.385,3.405,4.446,5.388,1.575,1.722,3.132,3.937,3.755,5.704,1.83,3.057,2.78,3.101,2.568,1.672,4.27,2.665,1.258,5.132,4.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16520*I,Picea_wilsonii,2014,Arnold Arboretum,76,Picea_Wilsonii2014Jul17.tif,7/20/16 11:29,0.842,2.54,3.929,3.002,2.791,2.756,3.633,2.887,3.402,2.618,3.614,2.915,2.542,2.517,2.297,1.324,1.25,1.048,0.996,1.533,1.362,1.55,1.953,1.803,1.176,0.905,1.35,1.082,1.242,1.545,1.538,2.1,2.132,2.116,0.653,1.832,2.156,2.367,3.073,4.364,4.151,2.615,2.039,2.268,2.687,3.046,3.039,3.514,2.199,1.991,2.23,2.238,3.637,3.186,5.322,4.549,2.526,1.321,3.503,3.225,3.742,2.206,4.026,3.889,2.75,2.722,2.803,2.756,2.215,1.966,3.046,2.399,4.455,5.233,4.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16520*K,Picea_wilsonii,2014,Arnold Arboretum,75,Picea_wilsonii_16520-K_2014Jul17.tif,7/20/16 11:28,1.015,2.229,2.524,2.202,1.228,0.686,1.008,0.858,1.001,0.844,0.872,0.954,1.052,0.948,0.94,0.391,0.586,0.534,0.56,0.693,0.526,0.505,0.731,1.217,0.913,0.652,0.689,0.784,0.562,0.41,0.253,0.746,0.831,0.949,1.297,1.792,2.357,2.123,1.565,2.564,1.539,0.873,0.676,0.58,0.533,0.677,1.1,1.34,1.452,1.835,1.664,2.127,1.889,2.154,1.639,1.324,1.8,2.77,2.72,3.733,2.968,4.663,4.573,4.125,3.588,5.662,4.011,5.441,6.156,6.402,3.676,6.3,5.791,10.694,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7599*A,Picea_wilsonii,2014,Arnold Arboretum,32,Picea_wilsonii_21Jul2014.tif,7/20/16 11:26,2.823,1.845,1.481,3.044,5.949,2.156,1.592,1.215,0.649,1.488,1.451,1.228,1.902,1.737,1.97,1.83,1.214,1.052,1.178,0.958,1.011,0.685,1.185,1.169,1.007,0.74,0.796,0.63,0.885,1.152,1.578,28.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16515*G,Picea_wilsonii,2014,Arnold Arboretum,87,Picea_wilsonii_16515-G_2014Jul14.tif,7/20/16 11:28,1.451,2.717,2.75,1.334,3.433,3.45,1.879,2.084,1.305,3.015,2.679,2.147,1.387,2.315,1.361,1.697,2.18,1.17,2.147,1.244,1.986,1.292,2.458,1.503,2.588,2.075,1.784,2.229,2.318,2.731,2.115,2.259,2.139,2.452,2.618,2.288,3.298,1.98,2.017,3.318,2.933,2.497,2.229,2.936,2.404,2.881,2.126,1.524,1.515,1.814,1.682,2.589,4.579,4.5,2.648,1.642,2.161,2.918,4.72,4.673,5.653,5.472,5.687,5.121,3.367,3.671,5.455,5.392,5.383,5.06,4.312,4.113,5.021,4.848,4.235,3.576,5.561,3.404,2.377,3.109,1.888,1.955,2.672,10.915,1.674,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-49*A,Pinus_armandii,2014,Arnold Arboretum,39,Pinus_spp2_2014.tif,7/20/16 11:43,2.312,6.781,8.031,5.089,3.398,4.087,3.927,3.066,4.076,3.824,4.664,2.801,3.602,3.93,4.401,2.758,4.186,2.799,8.591,4.948,4.53,6.651,7.561,8.615,10.582,5.573,5.99,10.119,7.897,5.517,5.432,5.411,2.055,4.283,5.446,7.119,8.571,8.848,21.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373*B,Pinus_densiflora,2014,Arnold Arboretum,83,Pinus_spp2_2014.tif,7/20/16 11:43,0.811,1.581,1.625,1.886,2.295,2.204,3.083,2.808,2.681,3.693,3.396,2.553,3.613,2.375,2.223,1.515,2.189,1.541,1.371,1.456,2.117,2.26,2.32,2.744,2.614,2.614,1.899,1.862,3.361,2.723,1.739,1.351,1.738,2.963,1.783,2.631,2.999,3.654,2.812,1.733,2.38,2.817,2.549,2.562,2.781,3.571,4.303,4.6,5.508,3.851,1.731,2.504,2.243,1.98,1.681,1.54,1.258,1.479,2.209,3.349,3.179,4.173,2.79,4.208,4.209,2.284,2.27,2.877,2.079,1.621,0.716,1.465,1.424,1.814,2.517,4.845,5.322,2.954,2.913,5.131,4.608,10.589,47.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16536*C,Pinus_densiflora,2014,Arnold Arboretum,104,Pinus_densiflora_001.tif,7/20/16 11:30,1.372,1.435,1.987,1.509,1.563,1.416,2.003,1.313,1.51,2.045,2.196,1.68,1.125,0.877,0.547,0.536,1.252,1.025,1.485,1.18,2.738,2.122,2.074,2.57,2.304,1.785,2.262,2.85,1.761,1.664,2.292,1.93,1.815,1.445,1.273,1.987,2.151,1.508,1.264,1.39,1.002,0.578,0.268,0.805,2.213,1.427,2.411,2.132,1.916,2.061,2.624,2.495,1.793,1.548,1.774,1.792,2.219,2.2,3.214,2.815,2.509,2.065,2.476,2.596,2.069,2.709,1.75,2.191,2.619,2.174,3.459,2.257,3.102,3.797,3.072,2.319,2.126,2.157,1.576,2.366,2.425,3.704,3.628,3.158,3.773,3.175,2.316,2.495,1.657,1.355,2.088,2.633,2.171,3.403,3.635,3.056,3.289,5.02,4.958,6.782,6.227,6.397,10.41,5.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724-77*A,Pinus_densiflora,2014,Arnold Arboretum,31,Pinus_densiflora_001.tif,7/20/16 11:30,1.765,5.944,5.776,5.785,6.085,6.471,4.781,6.292,7.649,7.241,4.764,4.507,6.033,6.656,7.073,6.565,6.414,0.958,3.805,5.062,2.663,3.763,4.739,5.751,3.103,4.857,7.413,7.69,6.777,2.837,13.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724-77*B,Pinus_densiflora,2014,Arnold Arboretum,28,Pinus_densiflora_001.tif,7/20/16 11:30,2.189,5.035,8.121,8.191,5.282,8.158,7.275,4.509,7.513,5.756,7.348,9.186,12.083,12.015,9.412,5.671,4.713,4.453,7.207,8.362,7.348,4.613,6.848,5.167,12.374,4.09,10.36,16.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724-77*C,Pinus_densiflora,2014,Arnold Arboretum,26,Pinus_densiflora_001.tif,7/20/16 11:30,2.719,3.623,4.447,5.524,4.266,5.216,5.492,4.219,4.975,4.716,5.343,6.347,9.176,6.1,8.691,8.224,9.791,1.466,4.364,8.857,3.373,2.847,3.528,3.739,12.26,1.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16541*A,Pinus_echinata,2014,Arnold Arboretum,105,Pinus_echinata002.tif,7/20/16 11:30,0.724,0.674,1.119,0.895,0.898,0.88,1.227,1.284,1.103,0.627,0.771,0.807,0.573,0.54,1.249,0.727,0.433,0.761,1.607,1.177,1.567,1.25,1.571,2.073,2.543,1.89,1.341,1.865,2.115,1.399,1.101,1.394,1.522,1.541,0.962,0.65,0.582,0.866,1.705,1.251,1.151,1.054,0.611,0.457,0.247,0.361,0.467,0.594,0.889,0.449,0.779,1.671,2.108,1.704,1.173,1.018,2.366,2.108,2.179,1.85,2.562,1.923,2.077,1.857,1.917,2.212,1.221,2.345,2.188,1.263,2.256,3.164,3.443,2.791,2.155,2.532,3.894,2.957,2.604,2.747,1.937,2.491,2.76,2.795,2.239,2.677,1.666,1.63,1.412,1.924,0.999,0.932,1.1,2.656,1.376,1.718,0.435,3.434,3.458,3.793,3.397,3.662,3.145,2.136,20.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16541*F,Pinus_echinata,2014,Arnold Arboretum,109,Pinus_echinata002.tif,7/20/16 11:30,0.84,1.21,0.884,0.887,0.792,0.68,1.34,1.282,1.055,0.785,0.965,0.948,0.951,1.098,1.37,1.216,1.401,1.176,1.343,1.132,1.02,0.648,1.12,1.375,1.236,1.355,1.239,1.416,1.395,1.367,1.231,1.153,0.958,0.932,0.858,0.839,0.834,0.879,1.674,2.099,2.483,2.094,1.49,0.592,0.816,0.945,1.13,0.689,0.908,0.942,0.887,1.046,1.087,1.545,1.268,1.022,1.36,1.627,1.937,3.007,1.746,1.673,1.774,1.967,2.531,2.866,1.182,1.296,2.16,2.609,2.915,1.922,2.306,2.5,2.548,2.578,3.671,2.078,1.494,1.615,1.829,1.327,1.451,1.677,1.476,1.416,1.36,1.341,1.723,1.533,1.217,1.151,1.117,0.98,1.639,1.61,1.441,2.816,2.332,3.104,3.036,2.323,3.206,3.003,3.356,3.233,4.299,4.758,13.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16541*H,Pinus_echinata,2014,Arnold Arboretum,109,Pinus_echinata002.tif,7/20/16 11:30,1.196,2.325,3.067,2.814,3.164,2.131,3.218,2.01,3.464,2.761,1.668,2.206,2.949,1.665,2.464,1.512,1.34,1.011,1.509,1.418,1.317,1.04,2.564,2.46,1.889,2.658,1.716,1.94,2.017,1.578,1.178,1.058,1.627,1.231,0.923,0.652,0.632,1.072,1.288,1.421,1.401,0.966,0.82,0.325,0.308,0.143,0.504,0.488,0.414,0.529,0.361,0.89,0.904,1.073,0.561,0.502,0.723,0.567,0.811,2.542,1.206,0.714,1.101,1.848,1.267,1.12,0.703,0.739,1.301,1.064,1.556,2.549,3.691,2.063,1.633,2.343,3.354,1.658,0.918,1.665,1.814,1.378,2.266,2.037,1.494,2.494,2.117,1.106,0.99,1.669,0.234,0.537,1.098,1.079,1.394,1.705,2.066,3.323,1.627,2.814,1.986,3.609,2.528,3.364,2.606,3.382,4.514,3.192,34.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16541*I,Pinus_echinata,2014,Arnold Arboretum,102,Pinus_echinata002.tif,7/20/16 11:30,1.358,2.258,2.035,1.375,1.848,2.55,2.416,2.281,1.925,1.354,1.748,1.352,1.844,1.763,3.088,1.276,0.944,1.416,2.057,1.014,1.258,1.458,1.746,1.428,2.816,1.397,1.374,2.024,1.706,0.824,0.768,1.518,1.433,0.707,1.104,1.117,0.724,0.696,1.401,1.143,1.436,0.992,0.959,0.845,0.542,0.783,1.265,1.445,1.88,1.448,1.752,1.275,2.072,3.069,2.185,1.816,1.386,0.946,1.612,1.941,2.078,2.524,2.926,2.538,1.272,2.585,1.701,2.914,2.154,2.262,2.581,4.253,3.988,1.854,1.305,2.56,3.609,3.057,2.155,2.443,1.779,3.371,3.45,4.205,2.267,3.43,3.094,3.609,3.654,3.258,1.752,0.832,2.807,4.463,4.099,2.718,2.31,3.468,2.36,4.723,3.887,20.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254-79*A,Pinus_flexilis,2014,Arnold Arboretum,37,Pinus_spp_2014.tif,7/20/16 11:42,3.209,3.774,4.692,6.248,0.776,4.312,4.977,4.305,4.11,4.261,4.764,7.747,5.726,0.858,4.884,5.809,6.993,0.415,3.265,5.581,0.434,2.613,4.991,3.964,4.808,4.129,6.615,6.156,5.206,5.662,3.51,2.557,2.44,2.77,3.996,1.07,13.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11242*A,Pinus_koraiensis,2014,Arnold Arboretum,75,Pinus_koraiensis_Aug2014001.tif,7/20/16 11:31,2.545,3.749,4.877,5.92,3.359,5.872,7.559,3.929,4.898,3.913,3.595,3.311,2.92,3.574,3.105,0.948,1.105,0.989,2.156,1.615,2.021,1.689,3.653,5.679,6.746,8.927,5.181,3.302,6.742,7.806,3.216,2.242,4.198,3.358,3.958,6.124,5.558,7.809,9.607,6.82,6.009,7.979,5.252,2.943,3.835,3.077,3.282,3.335,2.57,2.103,2.104,2.708,2.549,2.776,2.72,3.072,1.857,1.372,0.76,0.454,1.233,0.614,1.652,1.776,1.26,0.853,0.936,3.711,4.052,2.911,2.826,1.82,2.947,1.38,4.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264-83*B,Pinus_koraiensis,2014,Arnold Arboretum,26,Pinus_koraiensis_Aug2014001.tif,7/20/16 11:31,5.681,8.25,8.846,10.133,8.632,8.797,6.66,5.668,9.218,7.894,10.702,8.413,6.417,9.683,8.763,6.278,7.755,4.569,8.334,5.027,1.895,2.569,1.326,2.63,0.925,8.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnig1,Pinus_nigra,2014,Arnold Arboretum,24,Pinus_nigra1_2014Jul07.tif,7/20/16 11:37,1.533,2.792,4.183,3.836,3.089,3.718,4.886,2.027,4.978,5.827,4.698,4.049,8.911,9.817,10.266,12.116,10.849,6.962,3.36,9.038,10.584,3.766,11.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinnig2,Pinus_nigra,2014,Arnold Arboretum,31,Pinus_nigra3_2014Jul14.tif,7/20/16 11:38,1.823,3.333,4.984,5.464,4.914,4.972,5.515,3.725,7.163,5.451,6.201,5.883,6.839,5.367,6.827,3.57,4.114,3.63,3.929,1.367,2.8,1.375,1.328,0.617,0.531,0.752,6.142,6.79,7.822,11.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnig3,Pinus_nigra,2014,Arnold Arboretum,31,Pinus_nigra1_2014Jul07.tif,7/20/16 11:37,1.058,1.639,2.152,2.916,2.327,2.693,3.229,3.041,4.687,5.371,7.373,7.087,6.52,6.028,9.929,5.863,6.24,4.211,4.53,2.429,3.519,2.258,1.668,1.52,1.834,1.866,5.803,5.514,6.579,8.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnig4,Pinus_nigra,2014,Arnold Arboretum,35,Pinus_nigra1_2014Jul07.tif,7/20/16 11:37,0.4,0.969,1.744,2.269,2.404,2.743,2.598,1.892,2.787,2.08,3.563,3.261,4.104,5.377,7.427,5.26,4.842,4.607,5.202,2.301,3.734,2.279,2.741,2.421,3.962,3.002,8.145,8.418,8.745,10.566,8.029,7.547,4.404,3.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinnig7,Pinus_nigra,2014,Arnold Arboretum,79,Pinus_nigra2_2014Jul10.tif,7/20/16 11:38,0.555,0.69,1.005,1.53,1.413,1.249,2.049,2.58,1.947,1.472,2.304,1.833,2.438,2.134,2.223,2.479,3.238,2.113,2.04,1.439,1.5,1.313,2.01,2.072,2.265,2.54,1.522,2.159,2.316,2.747,3.686,3.911,2.926,3.482,2.865,2.065,2.56,3.318,2.781,2.708,3.779,0.865,2.034,2.898,1.35,1,0.762,1.457,1.643,0.62,0.499,0.254,0.289,0.382,0.696,1.135,1.037,0.699,0.776,0.769,0.631,0.55,0.794,0.881,0.681,0.509,0.652,1.798,1.825,3.814,2.179,1.452,1.939,1.864,1.776,1.545,1.143,0.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinnig8,Pinus_nigra,2014,Arnold Arboretum,38,Pinus_nigra2_2014Jul10.tif,7/20/16 11:38,2.743,5.46,3.515,4.289,3.16,5.206,5.604,4.472,4.986,4.91,5.969,4.991,7.391,4.248,6.135,5.5,5.765,4.197,3.637,3.79,5.31,2.383,4.728,4.49,6.188,5.934,6.795,5.507,3.118,3.199,6.416,5.185,3.928,6.198,5.722,5.923,7.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinnig9,Pinus_nigra,2014,Arnold Arboretum,54,Pinus_nigra3_2014Jul14.tif,7/20/16 11:38,2.298,1.145,1.134,1.385,1.183,0.703,2.468,1.905,2.99,3.896,1.513,3.711,4.248,3.699,4.611,3.592,5.071,3.771,3.666,4.498,5.441,3.641,4.407,3.428,2.433,1.835,1.321,1.355,4.025,3.469,3.661,2.729,2.695,2.869,5.02,4.955,3.01,3.943,1.853,3.5,2.622,2.576,4.722,2.256,0.974,2.753,1.8,4.082,1.757,2.006,3.561,4.039,4.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinning5,Pinus_nigra,2014,Arnold Arboretum,26,Pinus_nigra2_2014Jul10.tif,7/20/16 11:38,2.046,2.419,2.57,1.777,3.527,2.884,5.579,5.366,6.699,6.515,6.783,7.124,7.355,5.545,6.133,4.062,6.585,3.474,3.328,2.97,3.192,2.446,4.411,4.794,5.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinning6,Pinus_nigra,2014,Arnold Arboretum,49,Pinus_nigra2_2014Jul10.tif,7/20/16 11:38,0.602,1.263,1.524,1.207,0.735,0.357,0.895,0.842,1.53,1.83,1.849,1.965,1.604,1.617,0.877,1.386,1.27,0.973,1.184,1.605,1.877,1.749,2.79,3.179,3.081,3.559,2.864,3.447,2.387,2.272,1.944,2.649,3.322,2.717,5.84,5.27,6.881,6.918,5.487,5.977,3.747,3.304,2.196,2.414,2.29,1.693,1.247,2.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802*C,Pinus_nigra,2014,Arnold Arboretum,58,Pinus_nigra_4802_2014Aug4_part1.tif,7/20/16 11:32,6.9,29.364,3.653,4.09,3.628,4.209,3.066,2.721,2.145,2.83,1.814,1.723,1.962,2.687,3.119,3.177,2.769,2.945,2.553,3.437,2.066,1.91,3.351,2.011,2.412,1.492,1.392,1.705,1.529,1.397,1.141,3.551,1.36,1.538,3.404,0.887,1.646,0.49,4.86,1.938,3.022,7.078,1.262,1.321,1.828,2.12,1.922,1.514,1.464,1.705,1.414,1.69,1.625,1.791,1.226,6.622,8.214,2.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802*CTRUE,Pinus_nigra,2014,Arnold Arboretum,105,Pinus_nigra_4802_2014Aug4_part2.tif,7/20/16 11:36,0.362,0.575,0.593,0.574,0.63,0.271,0.27,0.281,0.485,0.709,1.189,1.062,1.53,1.892,1.01,0.755,1.378,1.448,1.769,1.095,1.909,2.067,2.173,1.453,1.1,1.416,0.973,0.795,0.794,1.066,0.958,1.141,0.941,0.542,0.344,0.997,0.797,1.394,0.724,0.451,0.349,0.245,0.325,0.161,0.252,0.198,0.252,0.379,0.563,0.58,0.617,0.326,0.688,0.672,1.047,0.852,0.654,0.621,1.059,1.103,0.727,1.04,1.812,1.081,0.884,1.234,1.324,1.47,1.397,2.877,2.376,2.086,3.032,2.176,2.25,2.926,3.405,2.757,3.009,3.205,2.611,2.99,2.329,1.848,1.627,2.292,2.843,2.488,3.069,4.01,4.135,3.303,4.823,8.207,6.327,7.027,8.581,6.777,9.608,10.017,8.882,8.263,7.591,6.244,7.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802*D,Pinus_nigra,2014,Arnold Arboretum,71,Pinus_nigra_4802_2014Aug4_part1.tif,7/20/16 11:32,0.894,0.848,1.208,1.517,1.456,1.32,1.394,1.101,1.305,1.739,1.935,1.804,2.693,1.561,1.981,1.591,1.977,1.488,1.288,1.739,2.14,1.851,2.412,2.431,2.969,2.88,3.156,2.122,2.824,2.631,2.176,4.726,2.939,2.882,2.179,2.936,2.047,4.103,3.309,2.014,2.256,3.514,3.646,3.865,2.821,2.336,3.63,2.968,2.575,2.411,4.059,3.61,3.817,4.675,3.08,2.332,2.1,2.437,2.472,3.849,3.725,3.298,3.59,4.058,3.703,3.159,2.822,2.663,2.076,2.803,2.219,2.489,2.922,3.13,2.686,3.903,4.868,4.638,3.318,3.579,2.756,4.354,3.69,4.209,4.755,6.219,6.241,6.776,5.671,7.783,6.304,5.85,6.119,7.359,6.543,7.74,7.597,6.606,11.065,2.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802*E,Pinus_nigra,2014,Arnold Arboretum,62,Pinus_nigra_4802_2014Aug4_part1.tif,7/20/16 11:32,1.195,2.953,3.945,4.029,3.059,2.738,2.623,2.424,2.458,3.19,2.296,1.741,3.177,2.61,2.356,2.502,3.08,1.659,1.579,2.471,3.145,2.349,4.204,3.901,3.303,5.258,5.291,4.352,4.81,4.595,3.362,3.775,4.129,4.401,3.281,4.571,3.245,4.621,4.336,5.136,4.915,4.473,2.99,2.096,2.822,2.283,3.222,3.353,2.919,1.994,2.556,2.169,1.643,2.533,3.119,3.532,3.59,3.108,4.702,5.495,4.86,5.773,5.323,5.131,5.099,5.196,5.152,6.242,5.919,7.921,4.783,5.286,9.176,7.005,6.125,6.029,6.678,6.515,6.67,5.414,3.882,4.938,4.468,1.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-77*A,Pinus_parviflora,2014,Arnold Arboretum,30,Pinus_parviflora_2014Aug01.tif,7/20/16 11:39,3.273,4.168,3.887,4.177,3.242,6.587,9.142,3.675,5.925,6.043,7.128,5.792,5.479,6.635,9.414,6.537,8.569,5.925,7.489,5.253,5.848,6.161,7.03,7.38,6.466,6.609,3.141,3.889,3.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-77*B,Pinus_parviflora,2014,Arnold Arboretum,31,Pinus_parviflora_2014Aug01.tif,7/20/16 11:39,0.149,3.992,3.044,6.777,9.581,2.841,5.212,2.347,5.483,8.531,7.716,4.917,8.151,9.634,11.141,10.628,5.762,8.776,10.086,1.812,5.029,11.423,5.909,8.79,5.588,6.229,7.221,7.622,7.211,5.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732-77*D,Pinus_parviflora,2014,Arnold Arboretum,22,Pinus_spp_2014.tif,7/20/16 11:42,5.948,7.246,9.306,9.725,9.685,11.102,10.546,7.293,10.933,9.609,8.598,8.043,6.779,8.031,8.438,5.221,5.183,4.196,6.72,5.822,6.467,27.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
