Loop,Ord,ACC_NUM,Species,Loc,BBNE_no01,BBNE_no02,BBNE_no03,BBNE_no04,BBNE_no05,BBNE_no06,BBNE_no07,BBNE_no08,BBNE_no09,BBNE_no10,BBNE_no11,Date01,Date02,Date03,Date04,Date05,Date06,Date07,Date08,Date09,Date10,Date11,FullExpLvs_no01,FullExpLvs_no02,FullExpLvs_no03,FullExpLvs_no04,FullExpLvs_no05,FullExpLvs_no06,FullExpLvs_no07,FullExpLvs_no08,FullExpLvs_no09,FullExpLvs_no10,FullExpLvs_no11,ILS_perc01,ILS_perc02,ILS_perc03,ILS_perc04,ILS_perc05,ILS_perc06,ILS_perc07,ILS_perc08,ILS_perc09,ILS_perc10,ILS_perc11,L_YN_01,L_YN_02,L_YN_03,L_YN_04,L_YN_05,L_YN_06,L_YN_07,L_YN_08,L_YN_09,L_YN_10,L_YN_11
,222,13047*A,Chamaecyparis_thyoides,39-NE,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,>10000,>10000,,>10000,>10000,>10000,>10000
,223,13047*C,Chamaecyparis_thyoides,39-NE,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,>10000,>10000,,>10000,>10000,>10000,>10000
,224,14948*A,Larix_sibirica,39-NE,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,>10000,>10000,>10000,,>10000,>10000,>10000,>10000
,225,152-79*A,Larix_kaempferi,39-NE,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,>10000,>10000,,>10000,>10000,>10000,>10000
,226,1894-80*G,Sorbus_yuana,39-NE,<3,<3,1001-10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,>10000,,,,,,<25,<25,<25,<25,25-49,>95,,,,,,<5,<5,<5,50-74,>95,>10000,,>10000,>10000,>10000,>10000
,227,445-60*A,Larix_sibirica,39-NE,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,>10000,>10000,>10000,,>10000,>10000,>10000,>10000
,228,524-48*L,Metasequoia_glyptostroboides,39-NE,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,101-1000,>10000,,>10000,>10000,>10000,>10000
,229,8133*A,Abies_nephrolepis,39-NE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,230,16780*M,Pseudotsuga_menziesii,34-SW,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,>10000,>10000,>10000,>10000
,231,220-60*A,Cedrus_libani,34-SW,<3,<3,<3,<3,<3,101-1000,,1001-10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,1001-10000,1001-10000,>10000,>10000
,232,1264-83*B,Pinus_koraiensis,34-SE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,233,15803*B,Tsuga_caroliniana,34-SE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,234,16780*K,Pseudotsuga_menziesii,34-SE,<3,<3,<3,<3,<3,1001-10000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,>10000,>10000,>10000,>10000
,235,16780*L,Pseudotsuga_menziesii,34-SE,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,236,220-60*B,Cedrus_libani,34-SE,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,1001-10000,1001-10000,>10000,>10000
,237,220-60*C,Cedrus_libani,34-SE,<3,<3,<3,<3,<3,11-100,,101-1000,1001-10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,101-1000,101-1000,>10000,>10000
,238,47-62*C,Tsuga_heterophylla,34-SE,<3,<3,<3,<3,<3,<3,,<3,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,239,503-40*B,Picea_koraiensis,34-SE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,240,7709*B,Picea_obovata,34-SE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,>10000,>10000,>10000,>10000
,241,228-43*A,Picea_meyeri,34-NE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,242,1341-78*A,Picea_meyeri,35-NW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,243,1341-78*B,Picea_meyeri,35-NW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,244,20-48*A,Picea_meyeri,35-NW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,245,521-28*A,Abies_xborisii_regis,35-NW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,1001-10000,,>10000,>10000,>10000,>10000
,246,11242*A,Pinus_koraiensis,30-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,>10000,>10000
,247,1180-50*A,Cryptomeria_japonica,30-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,248,16541*A,Pinus_echinata,30-SW,<3,<3,<3,<3,<3,<3,<3,<3,<3,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,>10000,>10000
,249,16541*F,Pinus_echinata,30-SW,<3,<3,<3,<3,<3,<3,<3,<3,<3,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,>10000,>10000
,250,16541*H,Pinus_echinata,30-SW,<3,<3,<3,<3,<3,<3,<3,<3,<3,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,>10000,>10000
,251,16541*I,Pinus_echinata,30-SW,<3,<3,<3,<3,<3,<3,<3,<3,<3,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,>10000,>10000
,252,16589*B,Pinus_sylvestris,30-SW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,253,16589*G,Pinus_sylvestris,30-SW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,254,16589*H,Pinus_sylvestris,30-SW,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,255,24-49*A,Pinus_armandii,30-SW,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,,>10000
,256,838-53*A,Cryptomeria_japonica,30-SW,<3,<3,<3,<3,<3,>10000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,260,16589*A,Pinus_sylvestris,30-NW,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,261,686-67*A,Pinus_nigra,30-NE,<3,<3,<3,<3,<3,11-100,,1001-10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,262,254-79*A,Pinusflexilis,30-SE,<3,<3,<3,<3,<3,<3,,>10000,>10000,,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,,>10000
,263,1038-65*A,Pinus_nigra,35-NE,<3,<3,<3,<3,<3,1001-10000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,264,11371*G,Pinus_thunbergii,35-NE,<3,<3,<3,<3,<3,<3,,<3,>10000,,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,,>10000
,265,16536*C,Pinus_densiflora,35-NE,<3,<3,<3,<3,<3,<3,,>10000,>10000,,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,1001-10000,,>10000
,266,3-48*A,Metasequoia_glyptostroboides,35-NE,<3,<3,<3,11-100,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,11-100,>10000,,>10000,>10000,>10000,>10000
,267,16576*H,Pinus_tabuliformis,31-SW,<3,<3,<3,<3,<3,1001-10000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,268,16576*I,Pinus_tabuliformis,31-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,269,16576*J,Pinus_tabuliformis,31-SW,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,270,16576*N,Pinus_tabuliformis,31-SW,<3,<3,<3,<3,<3,1001-10000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,271,16576*R,Pinus_tabuliformis,31-SW,<3,<3,<3,<3,<3,1001-10000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,272,565-66*A,Pinus_nigra,31-SW,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,275,17404*A,Taxus_cuspidata,36-NE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,1001-10000,,>10000,>10000,>10000,>10000
,276,292-80*A,Calocedrus_decurrens,36-NE,<3,<3,<3,<3,<3,,,,,,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,,,,,,>10000
,277,17515*A,Thuja_plicata,36-NW,<3,<3,<3,<3,<3,,,,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,,,,>10000,>10000,>10000
,278,17515*B,Thuja_plicata,36-NW,<3,<3,<3,<3,<3,,,,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,,,,>10000,>10000,>10000
,281,16573*L,Pinus_resinosa,36-SW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,282,16573*M,Pinus_resinosa,36-SW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,283,16573*N,Pinus_resinosa,36-SW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,284,16573*Q,Pinus_resinosa,36-SW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,285,1724-77*A,Pinus_densiflora,36-SW,<3,<3,<3,<3,<3,<3,,<3,>10000,,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,,>10000
,286,1724-77*B,Pinus_densiflora,36-SW,<3,<3,<3,<3,<3,<3,,<3,>10000,,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,,>10000
,287,1724-77*C,Pinus_densiflora,36-SW,<3,<3,<3,<3,<3,<3,,<3,>10000,,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,,>10000
,288,17404*C,Taxus_cuspidata,36-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,289,17404*D,Taxus_cuspidata,36-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,290,1476*B,Picea_pungens,35-SE,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,291,1476*E,Picea_pungens,35-SE,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,292,1476*H,Picea_pungens,35-SE,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,293,1476*I,Picea_pungens,35-SE,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,294,16477*E,Picea_engelmannii,35-SE,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,295,16477*F,Picea_engelmannii,35-SE,<3,<3,<3,<3,<3,,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,,,>10000,>10000,>10000,>10000
,296,15877*C,Picea_engelmannii,35-SW,<3,<3,<3,<3,<3,,,,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,,,,>10000,>10000,>10000
,297,827-27*A,Abies_xborisii_regis,35-SW,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,11-100,,>10000,>10000,>10000,>10000
